id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	1|1	1|2	1|3	1|4	1|5	1|6	1|7	1|8	2|1	2|2	2|3	2|4	2|5	2|6	2|7	2|8	3|1	3|2	3|3	3|4	3|5	3|6	3|7	3|8	4|1	4|2	4|3	4|4	4|5	4|6	4|7	4|8	5|1	5|2	5|3	5|4	5|5	5|6	5|7	5|8	6|1	6|2	6|3	6|4	6|5	6|6	6|7	6|8	7|1	7|2	7|3	7|4	7|5	7|6	7|7	7|8	8|1	8|2	8|3	8|4	8|5	8|6	8|7	8|8
CPI-SS098EFF959	CCR7_CCL19	simple:P32248	simple:Q99731	CCR7	CCL19	True	True	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.017	0.0	0.027	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0EB9D030F	ARTN_RET receptor 1	simple:Q5T4W7	complex:RET receptor 1	ARTN		True	False	True	user_curated	False	0.0	0.015	0.022	0.0	0.013	0.014	0.0	0.0	0.0	0.013	0.02	0.0	0.011	0.012	0.0	0.0	0.0	0.027	0.034	0.0	0.025	0.025	0.0	0.0	0.0	0.025	0.032	0.0	0.022	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.025	0.0	0.016	0.017	0.0	0.0	0.0	0.018	0.026	0.0	0.016	0.017	0.0	0.0	0.0	0.019	0.026	0.0	0.016	0.017	0.0	0.0
CPI-SC0273E24EB	ARTN_RET receptor 3	simple:Q5T4W7	complex:RET receptor 3	ARTN		True	False	True	user_curated	False	0.022	0.091	0.04	0.035	0.043	0.039	0.031	0.049	0.019	0.089	0.037	0.033	0.041	0.037	0.029	0.047	0.033	0.103	0.051	0.047	0.055	0.05	0.043	0.061	0.031	0.1	0.049	0.044	0.053	0.048	0.041	0.059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.094	0.043	0.038	0.046	0.042	0.034	0.052	0.025	0.094	0.043	0.038	0.046	0.042	0.034	0.052	0.025	0.094	0.043	0.038	0.047	0.042	0.035	0.053
CPI-SS03F821467	CD96_NECTIN1	simple:P40200	simple:Q15223	CD96	NECTIN1	True	True	True	user_curated	False	0.065	0.084	0.099	0.057	0.021	0.022	0.031	0.093	0.089	0.109	0.124	0.081	0.045	0.046	0.055	0.117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0DC2DD9D7	THPO_MPL	simple:P40225	simple:P40238	THPO	MPL	True	False	True	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0431D2256	TNFSF9_TNFRSF9	simple:P41273	simple:Q07011	TNFSF9	TNFRSF9	True	False	True	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.008	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.012	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0B2979A10	CCR10_CCL27	simple:P46092	simple:Q9Y4X3	CCR10	CCL27	True	True	False	user_curated	False	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0A28DCA72	CXCL12_CXCR4	simple:P48061	simple:P61073	CXCL12	CXCR4	True	False	True	user_curated	False	0.0	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS095E52E66	TNFSF10_TNFRSF10D	simple:P50591	simple:Q9UBN6	TNFSF10	TNFRSF10D	True	False	True	user_curated	False	0.296	0.3	0.302	0.367	0.0	0.301	0.0	0.337	0.243	0.247	0.249	0.314	0.0	0.248	0.0	0.284	0.289	0.293	0.295	0.36	0.0	0.295	0.0	0.33	0.267	0.271	0.273	0.338	0.0	0.273	0.0	0.309	0.185	0.188	0.19	0.255	0.0	0.19	0.0	0.226	0.061	0.065	0.067	0.132	0.0	0.067	0.0	0.102	0.08	0.084	0.086	0.151	0.0	0.086	0.0	0.121	0.503	0.507	0.509	0.574	0.0	0.508	0.0	0.544
CPI-SS07F015051	CCR6_CCL20	simple:P51684	simple:P78556	CCR6	CCL20	True	True	False	user_curated	False	0.016	0.015	0.014	0.049	0.0	0.0	0.0	0.0	0.024	0.023	0.022	0.057	0.0	0.0	0.0	0.0	0.028	0.027	0.026	0.061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0339AE950	SIRPA_CD47	simple:P78324	simple:Q08722	SIRPA	CD47	False	True	True	user_curated	False	0.551	0.808	0.454	0.373	0.172	0.097	0.221	0.874	0.618	0.875	0.521	0.44	0.239	0.164	0.288	0.941	0.559	0.815	0.462	0.38	0.179	0.104	0.228	0.881	0.56	0.817	0.463	0.382	0.181	0.106	0.23	0.883	0.553	0.81	0.456	0.375	0.174	0.099	0.223	0.876	0.554	0.811	0.457	0.376	0.175	0.1	0.224	0.877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.669	0.925	0.572	0.49	0.289	0.214	0.338	0.991
CPI-SS06D13FCD3	DSC2_DSG2	simple:Q02487	simple:Q14126	DSC2	DSG2	False	False	False	user_curated	False	0.247	0.221	0.376	0.271	0.141	0.0	0.185	0.397	0.181	0.155	0.31	0.205	0.075	0.0	0.119	0.331	0.264	0.238	0.393	0.288	0.158	0.0	0.202	0.414	0.234	0.207	0.362	0.257	0.127	0.0	0.171	0.383	0.22	0.193	0.349	0.244	0.114	0.0	0.158	0.37	0.183	0.156	0.312	0.207	0.077	0.0	0.12	0.333	0.209	0.183	0.338	0.233	0.103	0.0	0.147	0.359	0.184	0.157	0.312	0.207	0.077	0.0	0.121	0.333
CPI-SS0E9015902	CD47_SIRPG	simple:Q08722	simple:Q9P1W8	CD47	SIRPG	False	True	False	user_curated	False	0.0	0.552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.809	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.875	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0ED0520DD	LAMA3_a3b1 complex	simple:Q16787	complex:a3b1 complex	LAMA3		True	False	False	user_curated	True	0.108	0.123	0.299	0.096	0.061	0.058	0.103	0.219	0.106	0.122	0.297	0.095	0.06	0.057	0.101	0.217	0.112	0.128	0.303	0.101	0.066	0.063	0.108	0.223	0.18	0.196	0.371	0.169	0.134	0.131	0.176	0.291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.117	0.133	0.308	0.106	0.071	0.068	0.112	0.228
